,Fecha_del_Caso,Provincia,Clasificacion,link1,medio
487,26/8/2023,Córdoba,Intento de Femicidio,http://www.miraelnorte.com.ar/sucesos/dean-funes-encuentran-a-una-mujer-muy-golpeada-y-tirada-en-un-descampado.html,miraelnorte
488,26/8/2023,Buenos Aires,Intento de Femicidio,https://www.diariopergamino.com.ar/la-policia-evito-que-sujeto-cometa-femicidio-intentando-prender-fuego-a-una-mujer/,diariopergamino
489,27/8/2023,Jujuy,Femicidio,"https://www.eltribuno.com/jujuy/nota/2023-8-27-13-0-0-encuentran-muerta-a-una-mujer-en-la-entrada-de-el-piquete, https://www.jujuyalmomento.com/autopsia/la-autopsia-revelo-que-debora-cano-fue-asesinada-arma-blanca-n158168, https://www.jujuyalmomento.com/autopsia/la-autopsia-revelo-que-debora-cano-fue-asesinada-arma-blanca-n158168",eltribuno
490,27/8/2023,Buenos Aires,Femicidio,https://www.contextotucuman.com/nota/305010/se-conocieron-los-primeros-resultados-de-la-autopsia-de-la-adolescente-asesinada-por-su-hermano.html,contextotucuman
491,27/8/2023,Córdoba,Intento de Femicidio,https://www.lv16.com.ar/sg/nota/179354/lo-detuvieron-por-violencia-de-genero-y-se-escapo-de-la-comisaria-,lv16
492,28/8/2023,Buenos Aires,Intento de Femicidio,https://diariohoy.net/trama-urbana/un-caso-de-violencia-de-genero-en-berisso-238068,diariohoy
493,28/8/2023,Jujuy,Femicidio Vinculado,https://www.jujuyaldia.com.ar/2023/08/28/femicidio-en-el-piquete-confirmaron-que-la-mujer-fue-asesinada/,jujuyaldia
494,29/8/2023,Buenos Aires,Femicidio,https://www.lanacion.com.ar/seguridad/horror-mato-a-su-pareja-y-a-su-hijastro-de-13-anos-escondio-los-cuerpos-en-un-freezer-y-atendio-el-nid29082023/,lanacion
495,29/8/2023,Buenos Aires,Femicidio Vinculado,https://www.lanacion.com.ar/seguridad/horror-mato-a-su-pareja-y-a-su-hijastro-de-13-anos-escondio-los-cuerpos-en-un-freezer-y-atendio-el-nid29082023/,lanacion
496,30/8/2023,Buenos Aires,Femicidio Vinculado,https://www.eldia.com/nota/2023-8-30-5-37-41-asesinaron-a-un-hombre-con-dos-tiros-por-la-espalda-en-el-barrio-la-granja-policiales,eldia
497,30/8/2023,Corrientes,Se Investiga - Femicidio,https://misionesonline.net/2023/08/31/virasoro-mujer-desaparecida-fallecio/,misionesonline
498,30/8/2023,Buenos Aires,Intento de Femicidio,https://www.infoeme.com/nota/2023-9-1-18-22-0-violencia-de-genero-agredio-a-su-pareja-frente-a-la-policia-y-termino-aprehendido,infoeme
499,30/8/2023,San Juan,Se Investiga - Femicidio,https://www.telesoldiario.com/422934-murio-en-prision-domiciliaria-en-chimbas-investigan-si-atento-contra-su-vida-o-fue-femicidio,telesoldiario
500,31/8/2023,Buenos Aires,Se Investiga - Femicidio,https://launion.com.ar/nota/39222/2024/06/la-familia-de-una-joven-que-habria-sido-asesinada-reclama-saber-que-paso,launion
501,2/9/2023,San Juan,Intento de Femicidio,https://www.elterritorio.com.ar/noticias/2023/09/02/802364-san-javier-termino-hospitalizada-tras-el-ataque-de-su-pareja-con-un-cuchillo,elterritorio
502,3/9/2023,Buenos Aires,Intento de Femicidio,https://www.labuenainfo.com/noticia/25506/violencia-de-genero-en-la-plata-aprehendido-tras-agredir-a-su-pareja,labuenainfo
503,3/9/2023,Santa Fe,Intento de Femicidio,https://www.diariosintesis.com.ar/actualidad/18616-policias-fueron-a-asistir-a-victima-de-violencia-de-genero-y-descubrieron-un-arsenal,diariosintesis
504,4/9/2023,Neuquén,Intento de Femicidio,https://www.noticiasnqn.com.ar/noticias/2023/09/04/282220-rescataron-a-una-mujer-de-las-aguas-del-limay,noticiasnqn
505,6/9/2023,Buenos Aires,Se Investiga - Femicidio,https://elargentinodiario.com.ar/generos/femicidio/06/09/2023/femicidio-en-moron-hallaron-cadaver-de-mujer-de-68-anos/,elargentinodiario
506,6/9/2023,Entre Ríos,Intento de Femicidio,https://ahora.com.ar/policiales/docente-rios-fue-victima-intento-femicidio-n5352400,ahora
507,8/9/2023,Buenos Aires,Femicidio,https://www.infobae.com/sociedad/policiales/2023/09/08/horror-en-tigre-hallaron-en-una-bolsa-de-consorcio-el-cadaver-de-una-adolescente-de-14-anos-que-habia-desaparecido/,infobae
508,8/9/2023,Misiones,Intento de Femicidio,https://misionesonline.net/2023/09/08/violencia-de-genero-en-25-de-mayo-detuvieron-a-un-hombre-que-agredio-y-amenazo-de-muerte-a-su-pareja/,misionesonline
509,8/9/2023,Buenos Aires,Intento de Femicidio,https://www.canalsiete.com.ar/c7-noticias/c7-bahia/2023/09/08/intento-de-femicidio-en-el-barrio-9-de-noviembre/,canalsiete
510,8/9/2023,Santa Fe,Femicidio,"https://tn.com.ar/policiales/2023/09/08/una-mujer-embarazada-fue-baleada-en-rosario-el-bebe-murio-por-los-disparos/,https://www.pagina12.com.ar/590039-murio-la-mujer-embarazada-que-fue-baleada-junto-a-su-hijo-de",tn
511,8/9/2023,Santa Fe,Intento de Femicidio Vinculado,https://tn.com.ar/policiales/2023/09/08/una-mujer-embarazada-fue-baleada-en-rosario-el-bebe-murio-por-los-disparos/,tn
512,8/9/2023,Santa Fe,Femicidio Vinculado,https://tn.com.ar/policiales/2023/09/08/una-mujer-embarazada-fue-baleada-en-rosario-el-bebe-murio-por-los-disparos/,tn
513,9/9/2023,Buenos Aires,A Golpes,https://www.lacapitalmdp.com/detuvieron-a-un-hombre-por-golpear-a-su-expareja/,lacapitalmdp
514,9/9/2023,Buenos Aires,Intento de Femicidio,https://ahoramardelplata.com.ar/policiales/joven-varios-antecedentes-amenazo-prender-fuego-su-novia-n5352438,ahoramardelplata
515,10/9/2023,Buenos Aires,Femicidio,https://www.labuenainfo.com/noticia/25628/femicidio-en-la-mega-toma-de-los-hornos,labuenainfo
516,10/9/2023,Santa Fe,Se Investiga - Femicidio,https://www.ellitoral.com/sucesos/mujer-quemada-barrio-aceria-ciudad-santa-fe-detenido_0_GkeHJpEqsR.html,ellitoral
517,12/9/2023,San Juan,Intento de Femicidio,https://www.infocaucete.com.ar/traslasrejas/12/09/2023/su-hermano-le-disparo-y-de-milagro-no-la-mato-la-bala-quedo-incrustada-en-su-cama/,infocaucete
518,13/9/2023,Buenos Aires,Intento de Femicidio Vinculado,https://laopinionpergamino.com.ar/nota/14636/2023/09/una-madre-y-su-hijo-en-grave-estado-luego-de-que-su-pareja-prendiera-fuego-la-vivienda,laopinionpergamino
519,13/9/2023,Buenos Aires,Femicidio,https://laopinionpergamino.com.ar/nota/14636/2023/09/una-madre-y-su-hijo-en-grave-estado-luego-de-que-su-pareja-prendiera-fuego-la-vivienda,laopinionpergamino
520,13/9/2023,Córdoba,Intento de Femicidio,https://eldoce.tv/sociedad/ataco-pareja-quiso-quemar-departamento-cuando-llego-policia-violencia-genero-rio-cuarto_154785,eldoce
521,14/9/2023,Entre Ríos,Intento de Femicidio,https://ahora.com.ar/policiales/parana-una-mujer-denuncio-ser-victima-violencia-genero-n5352895,ahora
522,14/9/2023,Santa Cruz,Intento de Femicidio,https://laopinionaustral.com.ar/policiales/ataco-a-su-esposa-e-hija-con-un-cuchillo-y-lesiono-a-un-policia-en-rio-gallegos-303446.html,laopinionaustral
523,14/9/2023,Santa Cruz,Intento de Femicidio Vinculado,https://laopinionaustral.com.ar/policiales/ataco-a-su-esposa-e-hija-con-un-cuchillo-y-lesiono-a-un-policia-en-rio-gallegos-303446.html,laopinionaustral
524,14/9/2023,Buenos Aires,Se Investiga - Femicidio,https://laciudadweb.com.ar/ituzaingo-una-mujer-fue-internada-con-el-20-de-su-cuerpo-quemado-e-investigan-el-hecho-como-violencia-de-genero/,laciudadweb
525,15/9/2023,Buenos Aires,Femicidio Vinculado,"https://www.pagina12.com.ar/588671-mato-de-un-golpe-en-la-cabeza-a-su-hija-de-dos-meses-y-prend, https://lomasconectado.com/2024/04/22/caso-aitana-chats-complican-a-la-madre/",pagina12
526,15/9/2023,Misiones,Femicidio,"https://www.elterritorio.com.ar/noticias/2023/09/15/803953-san-pedro-hallaron-una-mujer-muerta-oculta-en-una-heladera, https://misionesonline.net/2023/09/16/femicidio-en-san-pedro-encontraron-una-prenda-de-vestir-y-la-madre-de-una-menor-reconocio-que-pertenecen-a-su-hija-desaparecida/#:~:text=En%20el%20marco%20de%20las,desde%20el%208%20de%20septiembre, https://www.lanacion.com.ar/seguridad/femicidio-en-misiones-encontraron-los-restos-de-una-adolescente-en-una-heladera-y-detuvieron-al-nid19092023/",elterritorio
527,15/9/2023,Córdoba,Femicidio,"https://eldoce.tv/sociedad/hallaron-pareja-muerta-lago-embalse-calamuchita-investigan-femicidio-suicidio_154928, https://tresdigital.com.ar/contenido/8248/se-confirmo-el-femicidio-seguido-de-suicidio-en-la-fatalidad-de-san-ignacio",eldoce
528,16/9/2023,Misiones,Intento de Femicidio,"https://misionesonline.net/2023/09/17/femicidio-en-campo-viera/#:~:text=Se%20trata%20de%20Sergio%20Fabi%C3%A1n,como%20la%20mujer%20logr%C3%B3%20esquivarlo%2C",misionesonline
529,16/9/2023,Santa Fe,Intento de Femicidio,https://www.lacapital.com.ar/la-region/intento-femicidio-roldan-le-disparo-su-ex-y-se-pego-un-tiro-la-cabeza-n10089613.html,lacapital
530,16/9/2023,Salta,Intento de Femicidio,https://www.vocescriticas.com/noticias/2023/09/16/142948-intento-de-femicidio-en-salta-uso-una-camioneta-para-chocar-el-auto-que-llevaba-a-su-expareja,vocescriticas
531,17/9/2023,Buenos Aires,Intento de Femicidio,https://www.minutobalcarce.com.ar/violencia-de-genero-un-hombre-amenazo-a-su-ex-pareja-con-un-arma-blanca/,minutobalcarce
532,17/9/2023,Chaco,Intento de Femicidio,https://agenciafoco.com.ar/detalle_noticia/secuestraron-mas-de-20-armas-de-fuego-en-la-casa-de-un-denunciado-por-violencia-de-genero,agenciafoco
533,18/9/2023,Tucumán,Femicidio Directo,"https://www.losprimeros.tv/noticias/2023/09/18/252060-villa-mariano-moreno-mato-a-su-expareja-en-un-gimnasio-y-luego-se-ahorco#:~:text=Un%20femicidio%20se%20produjo%20este,dos%20disparos%20en%20la%20cabeza.",losprimeros
534,18/9/2023,Formosa,Femicidio Directo,"https://www.elcomercial.com.ar/29366-terrible-un-hombre-ingreso-a-un-consultorio-dermatologico-en-pleno-centro-y-le-disparo-a-una-secretaria, https://www.infobae.com/sociedad/policiales/2023/09/18/un-policia-de-formosa-irrumpio-en-un-centro-de-estetica-y-asesino-a-su-ex-pareja/, https://tn.com.ar/policiales/2025/05/04/era-secretaria-en-un-centro-de-belleza-y-su-ex-la-asesino-frente-a-los-pacientes-sos-mia-o-de-nadie/",elcomercial
535,19/9/2023,Córdoba,Intento de Femicidio,"https://www.perfil.com/noticias/cordoba/intento-de-femicidio-en-cordoba-balearon-a-una-mujer-en-la-cabeza.phtml, https://www.eldiarionuevodia.com.ar/nacionales/policiales/2023/9/20/su-pareja-le-disparo-en-la-cabeza-pero-fue-caminando-al-hospital-213746.html",perfil
536,20/9/2023,Salta,Intento de Femicidio,https://www.vocescriticas.com/noticias/2023/09/21/143278-intento-de-femicidio-en-barrio-san-benito-una-joven-fue-herida-de-bala-por-su-expareja-en-la-calle,vocescriticas
537,20/9/2023,Salta,Intento de Femicidio,https://saltaenred.com/2023/09/21/dos-intentos-de-femicidio/,saltaenred
538,21/9/2023,Córdoba,Se Investiga - Femicidio,https://www.cadena3.com/noticia/siempre-juntos/tenia-rastros-de-haber-bebido-soda-caustica-y-golpes-investigan-femicidio_369132,cadena3
539,22/9/2023,Buenos Aires,Intento de Femicidio,https://www.pilardetodos.com.ar/secciones/noticias/policiales/abuso-y-quiso-matar-a-una-adolescente-fue-detenido,pilardetodos
540,22/9/2023,La Rioja,Femicidio,"https://www.tiempopopular.com.ar/2023/09/25/el-juzgado-de-violencia-de-genero-tomo-competencia-en-la-causa-de-la-persona-calcinada/, https://www.tiempopopular.com.ar/2023/09/29/caso-de-la-joven-calcinada-el-hombre-detenido-en-barrio-beder-herrera-habria-confesado-la-autoria-del-hecho/, https://www.pagina12.com.ar/593634-femicidio-un-hombre-de-43-anos-fue-detenido-por-el-asesinato",tiempopopular
541,23/9/2023,Salta,Intento de Femicidio,https://www.vocescriticas.com/noticias/2023/09/23/143494-llego-borracho-golpeo-a-su-expareja-y-quedo-imputado,vocescriticas
542,23/9/2023,Chubut,Intento de Femicidio,https://www.elpatagonico.com/le-pego-su-pareja-hacerle-perder-el-embarazo-n5830688,elpatagonico
543,24/9/2023,Córdoba,Femicidio,https://www.cba24n.com.ar/cordoba/cordoba--una-mujer-fue-asesinada-por-su-ex-pareja--un-hombre-de-41-anos-que-quedo-detenido_a6510a07b0656a27a7b159096,cba24n
544,24/9/2023,Buenos Aires,Se Investiga - Femicidio,https://www.cronica.com.ar/policiales/Creyeron-que-una-mujer-habia-muerto-electrocutada-pero-ahora-sospechan-de-que-fue-victima-de-un-femicidio-20230926-0118.html,cronica
545,25/9/2023,Jujuy,Femicidio,https://www.somosjujuy.com.ar/policiales/femicidio-carmen-una-mujer-38-anos-fue-asesinada-arma-blanca-n79795,somosjujuy
546,25/9/2023,Buenos Aires,Intento de Femicidio,https://www.canal13sanjuan.com/el-pais/2023/9/26/tentativa-de-femicidio-le-disparo-veces-una-joven-salio-corriendo-213231.html,canal13sanjuan
547,26/9/2023,San Juan,Intento de Femicidio,https://www.diarioelzondasj.com.ar/297547-te-voy-a-dar-unos-tiros-investigan-un-caso-de-violencia-de-genero,diarioelzondasj
548,26/9/2023,Chaco,Femicidio,"https://www.infoyungas.com/post/caso-luz-herrera-la-justicia-cambi%C3%B3-la-caratula-a-femicidio, https://www.tn24.com.ar/2024/12/un-ano-sin-maria-luz-herrera-un-hallazgo-clave-en-el-caso/",infoyungas
549,27/9/2023,Misiones,Intento de Femicidio,"https://www.elterritorio.com.ar/noticias/2023/09/28/805400-intento-de-femicidio-en-san-vicente-mi-mama-se-esta-muriendo-esta-sangrada#:~:text=Mediante%20fuentes%20policiales%2C%20este%20matutino,dos%20hijos%20en%20su%20vivienda.",elterritorio
550,27/9/2023,Córdoba,Intento de Femicidio Vinculado,https://viapais.com.ar/cordoba/intento-de-femicidio-en-cordoba-baleo-a-su-expareja-e-hirio-a-sus-dos-hijos/,viapais
551,27/9/2023,Córdoba,Intento de Femicidio Vinculado,https://viapais.com.ar/cordoba/intento-de-femicidio-en-cordoba-baleo-a-su-expareja-e-hirio-a-sus-dos-hijos/,viapais
552,27/9/2023,Córdoba,Intento de Femicidio,https://viapais.com.ar/cordoba/intento-de-femicidio-en-cordoba-baleo-a-su-expareja-e-hirio-a-sus-dos-hijos/,viapais
553,27/9/2023,Córdoba,Intento de Femicidio Vinculado,"https://viapais.com.ar/cordoba/intento-de-femicidio-en-cordoba-baleo-a-su-expareja-e-hirio-a-sus-dos-hijos/#:~:text=El%20violento%20hecho%20ocurri%C3%B3%20el,a%C3%B1os%20en%20Paraje%20Las%20Toscas.&text=Aprehendieron%20al%20hombre%20que%20se,expareja%20en%20paraje%20Las%20Toscas.",viapais
554,28/9/2023,Buenos Aires,Intento de Femicidio,https://www.inforegion.com.ar/2023/09/28/un-detenido-por-violencia-de-genero-en-almirante-brown/,inforegion
555,28/9/2023,Córdoba,Se Investiga - Femicidio,https://www.eldiariodecarlospaz.com.ar/sucesos/2023/9/28/investigan-la-sospechosa-muerte-de-una-mujer-en-unquillo-184213.html,eldiariodecarlospaz
556,28/9/2023,Santa Fe,Femicidio,https://www.lacapital.com.ar/la-region/matan-una-mujer-venado-tuerto-y-ordenan-la-detencion-su-esposo-n10091995.html,lacapital
557,28/9/2023,Tucumán,Femicidio,"https://radiobelgranotucuman.com.ar/policiales/femicidio-comenzo-el-juicio-contra-un-hombre-acusado-de-quemar-a-su-pareja/.https://www.lv12.com.ar/femicidio/barrio-santillan-investigan-presunto-intento-femicidio-n146305, https://canal10tucuman.com.ar/?p=59791, https://www.radiobicentenario.com.ar/nota/policiales/69043/seguira-detenido-acusado-prenderle-fuego-pareja.html",radiobelgranotucuman
558,29/9/2023,Buenos Aires,Femicidio,"https://diarioconurbano.com.ar/principal/atroz-femicidio-en-budge-asesino-a-su-pareja-a-machetazos-y-se-entrego-en-la-comisaria/, https://launion.com.ar/nota/32157/2023/10/confirman-un-dato-revelador-sobre-el-albanil-que-mato-a-machetazos-a-su-mujer, https://www.mdzol.com/policiales/2024/11/28/la-fuerte-condena-que-recibio-el-hombre-que-mato-machetazos-su-pareja-confeso-por-whatsapp-1169675.",diarioconurbano
559,30/9/2023,Buenos Aires,Se Investiga - Femicidio,https://periodicoelprogreso.com/quilmes-joven-de-19-anos-muerta-suicidio-crimen/107846/2023/,periodicoelprogreso
560,30/9/2023,Córdoba,Se Investiga - Femicidio,"https://www.cba24n.com.ar/cordoba/san-francisco--rocio-con-nafta-y-prendio-fuego-a-su-pareja_a65181c8180295fa13d28c428, https://www.cba24n.com.ar/cordoba/femicidio--fallecio-la-mujer-de-san-francisco-quemada-por-su-pareja--quien-fue-detenido-e-imputado_a6519fb5fccdd8c95577835dd, https://elargentinodiario.com.ar/generos/femicidio/04/10/2023/liberaron-a-la-pareja-de-una-mujer-que-habia-sido-imputado-por-femicidio/",cba24n
561,30/9/2023,Neuquén,Intento de Femicidio,https://www.mpfneuquen.gob.ar/mpf/index.php/es/10-neuquen/10-neuquen/3314-imponen-restricciones-de-acercamiento-a-varon-acusado-por-violencia-de-genero,mpfneuquen
562,30/9/2023,Tucumán,Intento de Femicidio,https://www.lagaceta.com.ar/nota/1008547/seguridad/violencia-genero-voy-hacer-volar-todo-amenazo-joven-pareja.html,lagaceta
563,30/9/2023,Chaco,Femicidio,https://www.diarionorte.com/237623-presunto-femicidio-en-zona-sur-detuvieron-a-un-hombre-por-la-muerte-de-su-pareja,diarionorte
564,1/10/2023,Neuquén,Intento de Femicidio Vinculado,"https://www.anroca.com.ar/noticias/2023/10/02/149509-conmocion-en-la-region-por-un-femicidio-ocurrido-en-una-localidad-del-alto-valle, https://www.grupolaprovincia.com/seguridad/liberan-a-la-pareja-de-la-mujer-asesinada-de-un-tiro-en-neuquen-y-dejan-detenido-su-ex-1237208, https://www.rionegro.com.ar/justicia/femicidio-en-centenario-hace-dos-anos-intento-matarla-y-por-un-error-judicial-no-lo-acusaron-3175615/",anroca
565,1/10/2023,Neuquén,Femicidio,"https://www.lmneuquen.com/policiales/femicidio-mataron-una-mujer-un-disparo-centenario-n1061007, https://www.lmneuquen.com/policiales/femicidio-centenario-el-exnovio-gisela-sera-acusado-n1061249, https://www.grupolaprovincia.com/seguridad/liberan-a-la-pareja-de-la-mujer-asesinada-de-un-tiro-en-neuquen-y-dejan-detenido-su-ex-1237208, https://www.rionegro.com.ar/justicia/femicidio-en-centenario-hace-dos-anos-intento-matarla-y-por-un-error-judicial-no-lo-acusaron-3175615/",lmneuquen
566,1/10/2023,Buenos Aires,Femicidio,https://infocielo.com/judiciales-y-policiales/san-fernando-un-atroz-femicidio-y-una-escena-montada-n772902,infocielo
567,1/10/2023,Misiones,Intento de Femicidio,https://misionesonline.net/2023/10/03/asesinar-a-su-ex-en-san-pedro/,misionesonline
568,2/10/2023,Ciudad Autónoma de Buenos Aires,Intento de Femicidio,https://www.a24.com/policiales/brutal-crimen-almagro-mato-sus-suegros-hirio-su-mujer-embarazada-su-cunado-y-se-tiro-el-balcon-n1223417,a24
569,2/10/2023,Ciudad Autónoma de Buenos Aires,Femicidio Vinculado,https://www.a24.com/policiales/brutal-crimen-almagro-mato-sus-suegros-hirio-su-mujer-embarazada-su-cunado-y-se-tiro-el-balcon-n1223417,a24
570,2/10/2023,Ciudad Autónoma de Buenos Aires,Intento de Femicidio Vinculado,https://www.a24.com/policiales/brutal-crimen-almagro-mato-sus-suegros-hirio-su-mujer-embarazada-su-cunado-y-se-tiro-el-balcon-n1223417,a24
571,2/10/2023,Buenos Aires,Intento de Femicidio,https://www.lacapitalmdp.com/amenazo-de-muerte-a-su-expareja-y-la-golpeo/,lacapitalmdp
572,2/10/2023,Ciudad Autónoma de Buenos Aires,Femicidio Vinculado,https://www.a24.com/policiales/brutal-crimen-almagro-mato-sus-suegros-hirio-su-mujer-embarazada-su-cunado-y-se-tiro-el-balcon-n1223417,a24
573,3/10/2023,Buenos Aires,Femicidio,https://zonales.com/femicidio-jose-c-paz-brisa-flores-sospechoso/,zonales
574,5/10/2023,Buenos Aires,Femicidio,"https://viapais.com.ar/provincia-buenos-aires/atacaron-a-una-mujer-y-la-abandonaron-en-un-hospital-murio-horas-despues/, https://tn.com.ar/policiales/2023/10/11/se-junto-con-su-novio-y-un-amigo-a-ver-a-boca-y-la-asesinaron-una-escena-escalofriante-y-una-coartada-endeble/",viapais
575,5/10/2023,Buenos Aires,Femicidio,https://www.infobae.com/sociedad/policiales/2023/10/05/brutal-femicidio-en-la-plata-mato-a-su-mujer-a-punaladas-con-sus-cuatro-hijos-dentro-de-la-casa/,infobae
576,6/10/2023,Buenos Aires,Intento de Femicidio,https://www.cronica.com.ar/policiales/Discutio-con-su-ex-pareja-la-corrio-por-la-casa-y-la-ataco-a-punaladas-con-un-tramontina-delante-de-su-hija-de-7-anos-ahora-lucha-por-su-vida-20231006-0190.html,cronica
577,7/10/2023,Córdoba,Femicidio Directo,"https://www.lavoz.com.ar/ciudadanos/otro-femicidio-apunalo-a-su-novia-en-rio-tercero/, https://lmdiario.com.ar/contenido/477082/fue-femicidio-la-justicia-de-rio-tercero-dicto-cadena-perpetua-contra-el-asesino",lavoz
578,7/10/2023,La Pampa,Intento de Femicidio,"https://radiodon.com.ar/2023/10/13/apunalo-a-la-mujer-y-se-escondio-en-la-casa-de-un-concejal-de-santa-isabel/, https://lapampa24.com.ar/la-pampa-hoy/santa-isabel-el-tip-confirmo-la-condena-a-10-anos-a-un-hombre-por-intento-de-femicidio/",radiodon
579,8/10/2023,Buenos Aires,Se Investiga - Femicidio,https://www.infobae.com/sociedad/policiales/2023/10/10/investigan-la-muerte-de-la-novia-del-hermano-de-un-futbolista-de-independiente/,infobae
580,8/10/2023,Corrientes,Femicidio,"https://www.diarioellibertador.com.ar/investigan-un-femicidio-en-corrientes-el-presunto-asesino-esta-internado-en-grave-estado/, https://www.radiodos.com.ar/150027-mercedes-tras-el-femicidio-de-una-joven-murio-un-amigo-de-la-victima",diarioellibertador
581,8/10/2023,Corrientes,Intento de Femicidio,https://www.radiodos.com.ar/150374-corrientes-preso-por-prender-fuego-la-casa-de-su-expareja,radiodos
582,9/10/2023,Chaco,Femicidio Vinculado,https://alertaurbana.com.ar/nota/56938/crimen-pasional-habria-asesinado-al-novio-de-su-ex-mujer-por-celos-sucedio-en-pampa-del-indio,alertaurbana
583,9/10/2023,Corrientes,Femicidio,"https://www.corrienteshoy.com/policiales/femicidio-en-curuzu-cuatia-mato-a-su-pareja-delante-de-sus-nietos-menores-de-edad.htm, https://www.telam.com.ar/notas/202310/642868-corrientes-curuzu-cuatia-femicidio-mujer-asesinada-punialadas.html",corrienteshoy
584,9/10/2023,Córdoba,Intento de Femicidio,https://viapais.com.ar/cordoba/intento-de-femicidio-en-cordoba-detuvieron-a-un-hombre-que-apunalo-a-su-expareja/,viapais
585,9/10/2023,Buenos Aires,Intento de Femicidio,https://argensur.com.ar/publicacion/7635/intento-de-femicidio--entro-a-los-tiros-a-la-terminal-de-coronel-suarez-disparando-contra-su-expareja,argensur
586,11/10/2023,Santa Fe,Femicidio,https://www.clarin.com/sociedad/hombre-asesino-novia-rosario-entrego-comisaria-matanza_0_x2cBUWwLbu.html,clarin
587,11/10/2023,Chaco,Intento de Femicidio,https://www.diariochaco.com/645688-intento-de-femicidio-en-resistencia-lesiono-a-su-expareja-con-un-cuchillo-y-se-fugo-,diariochaco
588,11/10/2023,San Luis,Femicidio,https://elchorrillero.com/nota/2023/10/11/419233-intento-de-femicidio-en-san-luis-el-agresor-tenia-una-orden-de-restriccion-y-quiso-ahorcarla-dias-atras/amp/,elchorrillero
589,12/10/2023,Buenos Aires,Intento de Femicidio,https://www.cronica.com.ar/policiales/Asesinaron-a-cuchilladas-a-una-joven-de-19-anos-la-Policia-busca-al-padrastro-de-la-victima-por-el-brutal-femicidio-20231012-0104.html,cronica
590,12/10/2023,Río Negro,Intento de Femicidio,https://www.anroca.com.ar/noticias/2023/10/14/150283-violencia-de-genero-anoche-un-hombre-armado-disparo-frente-a-la-casa-de-su-ex-pareja,anroca
591,12/10/2023,Buenos Aires,Femicidio Vinculado,https://www.cronica.com.ar/policiales/Asesinaron-a-cuchilladas-a-una-joven-de-19-anos-la-Policia-busca-al-padrastro-de-la-victima-por-el-brutal-femicidio-20231012-0104.html,cronica
592,13/10/2023,Mendoza,Intento de Femicidio,https://www.elsol.com.ar/policiales/policias-evitaron-un-femicidio-en-las-torres-de-san-juan-y-siria/,elsol
593,13/10/2023,Salta,Intento de Femicidio,https://dnisalta.com/intento-de-femicidio-militar-salteno-intento-asesinar-a-su-pareja-porque-le-agarro-el-celular/,dnisalta
594,15/10/2023,Chaco,Femicidio,https://www.diario22.ar/notix2/noticia/199251_conmocioacuten-en-villa-angela-por-supuesto-femicidio-en-el-barrio-sur-a-metros-de-la-escuela-140.htm,diario22
595,16/10/2023,Corrientes,Intento de Femicidio,https://www.radiodos.com.ar/150670-corrientes-ataco-a-pinas-a-su-pareja-y-golpeo-a-su-suegra-en-la-cabeza,radiodos
596,16/10/2023,Chaco,Intento de Femicidio,https://www.diariotag.com/160378-violencia-de-genero-denuncio-a-su-expareja-por-amenazas-con-un-arma-y-el-hombre-fue-detenido-con-un-rifle,diariotag
597,18/10/2023,Tucumán,Intento de Femicidio,https://www.canal26.com/policiales/muerte-y-misterio-en-tucuman-una-mujer-policia-se-suicido-e-investigan-si-fue-instigada-por-su-pareja--356100,canal26
598,18/10/2023,Buenos Aires,Intento de Femicidio Vinculado,https://www.c5n.com/sociedad/intento-femicidio-un-hombre-rocio-su-expareja-y-su-hija-nafta-prenderlas-fuego-n131418,c5n
599,18/10/2023,Buenos Aires,Intento de Femicidio,https://www.c5n.com/sociedad/intento-femicidio-un-hombre-rocio-su-expareja-y-su-hija-nafta-prenderlas-fuego-n131418,c5n
600,18/10/2023,Buenos Aires,Intento de Femicidio,https://www.cronica.com.ar/policiales/Me-vengo-a-entregar-creo-que-mate-a-mi-mujer-acuchillo-a-su-esposa-tras-discutir-y-fue-a-la-comisaria-20231020-0132.html,cronica
601,18/10/2023,Tucumán,Intento de Femicidio,https://www.comunicaciontucuman.gob.ar/noticia/seguridad/222945/llamo-al-911-violencia-genero-agresor-fue-aprehendido,comunicaciontucuman
602,18/10/2023,Santiago del Estero,Femicidio,"https://sursantiago.com.ar/policiales/2023/10/19/intento-de-femicidio-en-santiago-un-hombre-de-78-anos-golpeo-en-la-cabeza-a-su-esposa-de-72-y-se-quiso-suicidar, https://www.elliberal.com.ar/nota/6088/2023/10/fallecio-la-anciana-apaleada-por-su-esposo-y-ahora-es-femicidio",sursantiago
603,19/10/2023,Salta,Femicidio Directo,"https://www.agendasalta.com.ar/noticias/policiales-5/joven-fue-asesinada-de-varias-punialadas-24090, https://www.quepasasalta.com.ar/policiales/femicidio-en-salta-mata-a-adolescente-en-oran/",agendasalta
604,22/10/2023,Santa Fe,Intento de Femicidio,https://www.lanacion.com.ar/seguridad/horror-le-disparo-en-la-cabeza-a-su-mujer-creyo-que-la-habia-matado-y-se-suicido-al-chocar-con-su-nid23102023/,lanacion
605,25/10/2023,Chaco,Intento de Femicidio,https://noticiasdata.com.ar/violencia-de-genero-en-resistencia-apunalo-a-su-pareja-le-prendio-fuego-la-casa-y-se-fugo/,noticiasdata
